program,sample_method,site,station,sample_id,latitude_wgs84,longitude_wgs84,sample_date,sav_incidence,species_code,species_incidence,rake_cover_ordinal
FRANKS,rake_rope,FRK,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A3,FRK_A3_2014-10-07,38.024014,-121.600948,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,CERDEM,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,ELOCAN,1,2
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A5,FRK_A5_2014-10-07,38.0241048,-121.6055783,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,CERDEM,1,1
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,NAJGUA,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A7,FRK_A7_2014-10-07,38.0259816,-121.6097878,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTCRI,1,1
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,CERDEM,1,1
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,NAJGUA,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,STUPEC,1,2
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,ELOCAN,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A9,FRK_A9_2014-10-07,38.0259211,-121.6054635,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,CERDEM,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,NAJGUA,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,STUPEC,1,3
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,ELOCAN,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTRIC,1,2
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A11,FRK_A11_2014-10-07,38.0258303,-121.6006801,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,CERDEM,1,3
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTRIC,1,3
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A13,FRK_A13_2014-10-07,38.0276768,-121.5985371,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,EGEDEN,1,1
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,CERDEM,1,1
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,STUPEC,1,3
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTRIC,1,2
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A15,FRK_A15_2014-10-07,38.0276162,-121.6031675,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,CERDEM,1,1
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,NAJGUA,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,STUPEC,1,2
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,ELOCAN,1,2
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A17,FRK_A17_2014-10-07,38.0277373,-121.6076065,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,EGEDEN,1,2
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,CERDEM,1,3
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,NAJGUA,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,ELOCAN,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A19,FRK_A19_2014-10-07,38.0295535,-121.6099791,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,CERDEM,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,STUFIL,1,1
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,STUPEC,1,2
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A21,FRK_A21_2014-10-07,38.0294929,-121.6055018,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,EGEDEN,1,3
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,CERDEM,1,3
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTRIC,1,1
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A23,FRK_A23_2014-10-07,38.0293718,-121.600948,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,CERDEM,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,ELOCAN,1,1
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTRIC,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A25,FRK_A25_2014-10-07,38.0294929,-121.5961645,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,CERDEM,1,2
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,NAJGUA,1,1
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,STUFIL,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,STUPEC,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,ELOCAN,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTRIC,1,4
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTFOL,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTNOD,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,NITELL,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTPUS,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,MYRSPI,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,POTZOS,0,0
FRANKS,rake_rope,FRK,A27,FRK_A27_2014-10-07,38.0294324,-121.5918786,2014-10-07,1,HETDUB,0,0
FRANKS,rake_rope,FRK,A29,FRK_A29_2014-10-07,38.0311274,-121.5895825,2014-10-07,1,EGEDEN,0,0
FRANKS,rake_rope,FRK,A29,FRK_A29_2014-10-07,38.0311274,-121.5895825,2014-10-07,1,POTCRI,0,0
FRANKS,rake_rope,FRK,A29,FRK_A29_2014-10-07,38.0311274,-121.5895825,2014-10-07,1,CERDEM,1,4
